ORDERNUMBER,QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,STATUS,PRODUCTLINE,CUSTOMERNAME,COUNTRY,DEALSIZE
1315,16,75.48,1207.68,5/6/2005 0:00,On Hold,Vintage Cars,Gifts4AllAges.com,USA,Small
1316,36,100,4228.2,1/29/2003 0:00,Shipped,Trucks and Buses,Baane Mini Imports,Norway,Medium
1317,41,100,4815.45,4/1/2003 0:00,Shipped,Trucks and Buses,"La Corne D'abondance, Co.",France,Medium
1318,50,100,7083,5/28/2003 0:00,Shipped,Trucks and Buses,"Corrida Auto Replicas, Ltd",Spain,Large
1319,40,100,4601.2,7/24/2003 0:00,Shipped,Trucks and Buses,Technics Stores Inc.,USA,Medium
1320,49,100,6467.02,9/19/2003 0:00,Shipped,Trucks and Buses,"Dragon Souveniers, Ltd.",Singapore,Medium
1321,45,100,5012.55,10/21/2003 0:00,Resolved,Trucks and Buses,Mini Auto Werke,Austria,Medium
1322,47,100,5121.59,11/6/2003 0:00,Shipped,Trucks and Buses,"Stylish Desk Decors, Co.",UK,Medium
1323,21,100,2441.04,11/13/2003 0:00,Shipped,Trucks and Buses,"Classic Gift Ideas, Inc",USA,Small
1324,32,100,4262.08,11/25/2003 0:00,Shipped,Trucks and Buses,"Saveley & Henriot, Co.",France,Medium
1325,47,100,6658.02,12/9/2003 0:00,Shipped,Trucks and Buses,Diecast Collectables,USA,Medium
1326,38,100,4509.08,2/4/2004 0:00,Shipped,Trucks and Buses,Handji Gifts& Co,Singapore,Medium
1327,41,100,4716.23,3/11/2004 0:00,Shipped,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,Medium
1328,21,100,2390.22,5/4/2004 0:00,Shipped,Trucks and Buses,Super Scale Inc.,USA,Small
1329,41,100,4666.62,6/15/2004 0:00,Shipped,Trucks and Buses,Handji Gifts& Co,Singapore,Medium
1330,38,100,5383.08,7/19/2004 0:00,Shipped,Trucks and Buses,Souveniers And Things Co.,Australia,Medium
1331,25,99.29,2482.25,8/19/2004 0:00,Shipped,Trucks and Buses,Diecast Classics Inc.,USA,Small
1332,48,100,5288.64,9/8/2004 0:00,Shipped,Trucks and Buses,Scandinavian Gift Ideas,Sweden,Medium
1333,22,99.29,2184.38,10/13/2004 0:00,Shipped,Trucks and Buses,Marta's Replicas Co.,USA,Small
1334,28,100,2881.76,10/22/2004 0:00,Shipped,Trucks and Buses,Canadian Gift Exchange Network,Canada,Small
1335,47,100,6203.06,11/5/2004 0:00,Shipped,Trucks and Buses,"Blauer See Auto, Co.",Germany,Medium
1336,49,100,6763.47,11/19/2004 0:00,On Hold,Trucks and Buses,"Volvo Model Replicas, Co",Sweden,Medium
1337,45,100,5884.65,11/29/2004 0:00,Shipped,Trucks and Buses,"Australian Collectors, Co.",Australia,Medium
1338,28,100,3559.64,12/10/2004 0:00,Shipped,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,Medium
1339,29,57.53,1668.37,1/20/2005 0:00,Shipped,Trucks and Buses,"Anna's Decorations, Ltd",Australia,Small
1340,39,100,4890.6,2/17/2005 0:00,Shipped,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,Medium
1341,46,100,5235.72,5/1/2005 0:00,Shipped,Trucks and Buses,Quebec Home Shopping Network,Canada,Medium
1342,38,100,4325.16,5/31/2005 0:00,In Process,Trucks and Buses,La Rochelle Gifts,France,Medium
1343,41,47.29,1938.89,1/29/2003 0:00,Shipped,Vintage Cars,Baane Mini Imports,Norway,Small
1344,50,49.81,2490.5,3/26/2003 0:00,Shipped,Vintage Cars,Mini Gifts Distributors Ltd.,USA,Small
1345,43,53.83,2314.69,5/28/2003 0:00,Shipped,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain,Small
1346,29,43.27,1254.83,7/24/2003 0:00,Shipped,Vintage Cars,Technics Stores Inc.,USA,Small
1347,30,42.76,1282.8,9/19/2003 0:00,Shipped,Vintage Cars,"Dragon Souveniers, Ltd.",Singapore,Small
1348,25,53.83,1345.75,10/21/2003 0:00,Resolved,Vintage Cars,Mini Auto Werke,Austria,Small
1349,49,44.78,2194.22,11/6/2003 0:00,Shipped,Vintage Cars,"Australian Gift Network, Co",Australia,Small
1350,40,49.3,1972,11/13/2003 0:00,Shipped,Vintage Cars,"Classic Gift Ideas, Inc",USA,Small
1351,41,44.78,1835.98,11/25/2003 0:00,Shipped,Vintage Cars,"Saveley & Henriot, Co.",France,Small
1352,21,53.33,1119.93,12/5/2003 0:00,Shipped,Vintage Cars,Canadian Gift Exchange Network,Canada,Small
1353,46,45.28,2082.88,1/29/2004 0:00,Shipped,Vintage Cars,West Coast Collectables Co.,USA,Small
1354,39,40.25,1569.75,3/11/2004 0:00,Shipped,Vintage Cars,Mini Gifts Distributors Ltd.,USA,Small
1355,45,59.87,2694.15,5/4/2004 0:00,Shipped,Vintage Cars,Super Scale Inc.,USA,Small
1356,21,59.87,1257.27,6/15/2004 0:00,Shipped,Vintage Cars,"Tokyo Collectables, Ltd",Japan,Small
1357,44,58.36,2567.84,7/19/2004 0:00,Shipped,Vintage Cars,Souveniers And Things Co.,Australia,Small
1358,44,59.87,2634.28,8/19/2004 0:00,Shipped,Vintage Cars,Diecast Classics Inc.,USA,Small
1359,29,51.82,1502.78,9/8/2004 0:00,Shipped,Vintage Cars,Scandinavian Gift Ideas,Sweden,Small
1360,34,49.3,1676.2,10/11/2004 0:00,Shipped,Vintage Cars,Auto Assoc. & Cie.,France,Small
1361,39,56.85,2217.15,10/21/2004 0:00,Shipped,Vintage Cars,Mini Gifts Distributors Ltd.,USA,Small
1362,38,100,6832.02,11/5/2004 0:00,Shipped,Vintage Cars,Vitachrome Inc.,USA,Medium
1363,24,79.86,1916.64,11/18/2004 0:00,Shipped,Vintage Cars,Mini Wheels Co.,USA,Small
1364,29,100,7110.8,11/1/2004 0:00,Shipped,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain,Large
1365,30,100,5302.8,12/10/2004 0:00,Shipped,Vintage Cars,Euro Shopping Channel,Spain,Medium
1366,20,100,2730,1/20/2005 0:00,Shipped,Vintage Cars,"Anna's Decorations, Ltd",Australia,Small
1367,39,100,7827.3,2/17/2005 0:00,Shipped,Vintage Cars,Mini Gifts Distributors Ltd.,USA,Large
1368,35,59.87,2095.45,5/1/2005 0:00,Shipped,Vintage Cars,Quebec Home Shopping Network,Canada,Small
1369,26,59.87,1556.62,5/31/2005 0:00,In Process,Vintage Cars,Euro Shopping Channel,Spain,Small
1370,44,100,5565.12,3/3/2003 0:00,Shipped,Classic Cars,Cruz & Sons Co.,Philippines,Medium
1371,28,100,3583.16,5/8/2003 0:00,Shipped,Classic Cars,Marseille Mini Autos,France,Medium
1372,31,100,4705.18,7/2/2003 0:00,Shipped,Classic Cars,Mini Gifts Distributors Ltd.,USA,Medium
1373,29,100,4444.54,9/3/2003 0:00,Shipped,Classic Cars,Gift Ideas Corp.,USA,Medium
1374,32,100,4618.88,10/10/2003 0:00,Shipped,Classic Cars,Corporate Gift Ideas Co.,USA,Medium
1375,33,100,4910.4,11/4/2003 0:00,Shipped,Classic Cars,"Anna's Decorations, Ltd",Australia,Medium
1376,44,100,5565.12,11/11/2003 0:00,Shipped,Classic Cars,Daedalus Designs Imports,France,Medium
1377,32,100,4237.76,11/20/2003 0:00,Shipped,Classic Cars,"Toms Spezialitten, Ltd",Germany,Medium
1378,41,100,5673.58,1/15/2004 0:00,Shipped,Classic Cars,Auto Canal Petit,France,Medium
1379,35,100,5260.15,2/22/2004 0:00,Shipped,Classic Cars,"Vida Sport, Ltd",Switzerland,Medium
1380,44,100,6350.96,4/9/2004 0:00,Shipped,Classic Cars,Danish Wholesale Imports,Denmark,Medium
1381,26,100,3559.4,5/26/2004 0:00,Shipped,Classic Cars,Auto Canal Petit,France,Medium
1382,20,100,2410.6,6/30/2004 0:00,Shipped,Classic Cars,Gifts4AllAges.com,USA,Small
1383,48,100,5713.92,8/2/2004 0:00,Shipped,Classic Cars,Online Mini Collectables,USA,Medium
1384,34,100,4300.32,8/30/2004 0:00,Shipped,Classic Cars,"Vida Sport, Ltd",Switzerland,Medium
1385,49,100,7947.31,9/30/2004 0:00,Shipped,Classic Cars,"Toys of Finland, Co.",Finland,Large
1386,40,100,5356.8,10/16/2004 0:00,Shipped,Classic Cars,"Toms Spezialitten, Ltd",Germany,Medium
1387,45,100,7901.1,11/3/2004 0:00,Shipped,Classic Cars,Microscale Inc.,USA,Large
1388,50,100,6101,11/16/2004 0:00,Shipped,Classic Cars,Cruz & Sons Co.,Philippines,Medium
1389,38,100,6276.46,11/24/2004 0:00,Shipped,Classic Cars,"Australian Collectors, Co.",Australia,Medium
1390,25,100,4203.5,12/7/2004 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Medium
1391,28,58.18,1629.04,1/6/2005 0:00,Shipped,Classic Cars,Suominen Souveniers,Finland,Small
1392,49,67.14,3289.86,2/10/2005 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Medium
1393,49,100,6862.94,3/4/2005 0:00,Shipped,Classic Cars,Mini Gifts Distributors Ltd.,USA,Medium
1394,42,61.29,2574.18,3/18/2003 0:00,Shipped,Classic Cars,"AV Stores, Co.",UK,Small
1395,23,57.73,1327.79,5/21/2003 0:00,Shipped,Classic Cars,Signal Gift Stores,USA,Small
1396,29,81.25,2356.25,9/11/2003 0:00,Shipped,Classic Cars,"Anna's Decorations, Ltd",Australia,Small
1397,25,80.54,2013.5,10/17/2003 0:00,Shipped,Classic Cars,Heintze Collectables,Denmark,Small
1398,39,71.98,2807.22,11/5/2003 0:00,Shipped,Classic Cars,Rovelli Gifts,Italy,Small
1399,44,69.84,3072.96,11/12/2003 0:00,Shipped,Classic Cars,Mini Gifts Distributors Ltd.,USA,Medium
1400,25,76.26,1906.5,11/21/2003 0:00,Shipped,Classic Cars,"Australian Collectables, Ltd",Australia,Small
1401,45,76.26,3431.7,12/2/2003 0:00,Shipped,Classic Cars,Muscle Machine Inc,USA,Medium
1402,25,83.39,2084.75,1/22/2004 0:00,Shipped,Classic Cars,"Double Decker Gift Stores, Ltd",UK,Small
1403,37,57.73,2136.01,3/2/2004 0:00,Shipped,Classic Cars,"Saveley & Henriot, Co.",France,Small
1404,30,66.99,2009.7,4/13/2004 0:00,Shipped,Classic Cars,Mini Caravy,France,Small
1405,36,75.55,2719.8,7/7/2004 0:00,Shipped,Classic Cars,Muscle Machine Inc,USA,Small
1406,26,60.58,1575.08,8/9/2004 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Small
1407,23,73.41,1688.43,9/1/2004 0:00,Shipped,Classic Cars,Handji Gifts& Co,Singapore,Small
1408,23,72.7,1672.1,10/6/2003 0:00,Shipped,Classic Cars,"UK Collectables, Ltd.",UK,Small
1409,25,66.99,1674.75,10/16/2004 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Small
1410,21,100,3472.98,11/17/2004 0:00,Shipped,Classic Cars,"AV Stores, Co.",UK,Medium
1411,26,63.43,1649.18,11/25/2004 0:00,Shipped,Classic Cars,Marseille Mini Autos,France,Small
1412,44,85.25,3751,1/12/2005 0:00,Resolved,Classic Cars,Toys4GrownUps.com,USA,Medium
1413,24,100,4536,2/16/2005 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Medium
1414,66,66.99,4421.34,4/22/2005 0:00,On Hold,Classic Cars,The Sharp Gifts Warehouse,USA,Medium
1415,36,57.73,2078.28,5/29/2005 0:00,In Process,Classic Cars,Souveniers And Things Co.,Australia,Small
1416,36,85.25,3069,3/18/2003 0:00,Shipped,Classic Cars,"AV Stores, Co.",UK,Medium
1417,22,77.9,1713.8,5/21/2003 0:00,Shipped,Classic Cars,Signal Gift Stores,USA,Small
1418,25,60.26,1506.5,9/11/2003 0:00,Shipped,Classic Cars,"Anna's Decorations, Ltd",Australia,Small
1419,37,72.76,2692.12,10/17/2003 0:00,Shipped,Classic Cars,Heintze Collectables,Denmark,Small
1420,32,75.69,2422.08,11/5/2003 0:00,Shipped,Classic Cars,Gift Depot Inc.,USA,Small
1421,47,74.22,3488.34,11/12/2003 0:00,Shipped,Classic Cars,Mini Gifts Distributors Ltd.,USA,Medium
1422,37,69.82,2583.34,11/20/2003 0:00,Shipped,Classic Cars,Online Diecast Creations Co.,USA,Small
1423,20,62.47,1249.4,12/2/2003 0:00,Shipped,Classic Cars,Muscle Machine Inc,USA,Small
1424,41,82.31,3374.71,1/16/2004 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Medium
1425,21,60.26,1265.46,2/26/2004 0:00,Shipped,Classic Cars,Collectable Mini Designs Co.,USA,Small
1426,22,76.43,1681.46,4/13/2004 0:00,Shipped,Classic Cars,Mini Caravy,France,Small
1427,40,80.1,3204,7/7/2004 0:00,Shipped,Classic Cars,Muscle Machine Inc,USA,Medium
1428,32,74.96,2398.72,8/9/2004 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Small
1429,36,66.14,2381.04,9/1/2004 0:00,Shipped,Classic Cars,Handji Gifts& Co,Singapore,Small
1430,27,72.02,1944.54,10/5/2003 0:00,Shipped,Classic Cars,"Norway Gifts By Mail, Co.",Norway,Small
1431,26,87.45,2273.7,10/16/2004 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Small
1432,30,70.55,2116.5,11/4/2004 0:00,Shipped,Classic Cars,FunGiftIdeas.com,USA,Small
1433,23,56.84,1307.32,11/17/2004 0:00,Shipped,Classic Cars,"AV Stores, Co.",UK,Small
1434,29,59.53,1726.37,11/25/2004 0:00,Shipped,Classic Cars,Marseille Mini Autos,France,Small
1435,21,60.37,1267.77,1/12/2005 0:00,Resolved,Classic Cars,Toys4GrownUps.com,USA,Small
1436,34,100,3441.82,2/16/2005 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Medium
1437,26,76.43,1987.18,4/22/2005 0:00,On Hold,Classic Cars,The Sharp Gifts Warehouse,USA,Small
1438,60,64.67,3880.2,5/29/2005 0:00,In Process,Classic Cars,Souveniers And Things Co.,Australia,Medium
1439,35,55.49,1942.15,1/31/2003 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Small
1440,47,69.36,3259.92,4/4/2003 0:00,Shipped,Classic Cars,Classic Legends Inc.,USA,Medium
1441,20,60.69,1213.8,6/3/2003 0:00,Shipped,Classic Cars,Muscle Machine Inc,USA,Small
1442,20,54.33,1086.6,8/1/2003 0:00,Shipped,Classic Cars,Suominen Souveniers,Finland,Small
1443,25,65.31,1632.75,9/25/2003 0:00,Shipped,Classic Cars,"Australian Gift Network, Co",Australia,Small
1444,25,69.36,1734,10/22/2003 0:00,Shipped,Classic Cars,"Dragon Souveniers, Ltd.",Singapore,Small
1445,27,68.78,1857.06,11/6/2003 0:00,Shipped,Classic Cars,L'ordine Souveniers,Italy,Small
1446,31,60.11,1863.41,11/14/2003 0:00,Shipped,Classic Cars,"Iberia Gift Imports, Corp.",Spain,Small
1447,44,66.47,2924.68,11/25/2003 0:00,Shipped,Classic Cars,Mini Classics,USA,Small
1448,49,46.82,2294.18,12/9/2003 0:00,Shipped,Classic Cars,Diecast Collectables,USA,Small
1449,26,56.07,1457.82,2/12/2004 0:00,Shipped,Classic Cars,"Clover Collections, Co.",Ireland,Small
1450,36,54.33,1955.88,3/15/2004 0:00,Shipped,Classic Cars,"Blauer See Auto, Co.",Germany,Small
1451,44,52.6,2314.4,5/5/2004 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Small
1452,28,46.82,1310.96,6/15/2004 0:00,Shipped,Classic Cars,Handji Gifts& Co,Singapore,Small
1453,45,64.74,2913.3,7/20/2004 0:00,Shipped,Classic Cars,Mini Gifts Distributors Ltd.,USA,Small
1454,29,46.82,1357.78,8/20/2004 0:00,Shipped,Classic Cars,Mini Gifts Distributors Ltd.,USA,Small
1455,40,53.75,2150,9/8/2004 0:00,Shipped,Classic Cars,Land of Toys Inc.,USA,Small
1456,45,61.85,2783.25,10/13/2004 0:00,Shipped,Classic Cars,Marta's Replicas Co.,USA,Small
1457,44,53.18,2339.92,10/22/2004 0:00,Shipped,Classic Cars,Heintze Collectables,Denmark,Small
1458,25,69.16,1729,11/5/2004 0:00,Shipped,Classic Cars,Vitachrome Inc.,USA,Small
1459,45,100,5972.4,11/20/2004 0:00,Shipped,Classic Cars,"La Corne D'abondance, Co.",France,Medium
1460,48,47.4,2275.2,12/1/2004 0:00,Shipped,Classic Cars,Muscle Machine Inc,USA,Small
1461,44,60.76,2673.44,12/10/2004 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Small
1462,25,97.27,2431.75,1/23/2005 0:00,Shipped,Classic Cars,Mini Gifts Distributors Ltd.,USA,Small
1463,22,91.76,2018.72,2/22/2005 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Small
1464,31,50.29,1558.99,3/15/2005 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Small
1465,21,52.6,1104.6,5/3/2005 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Small
1466,55,46.82,2575.1,5/31/2005 0:00,In Process,Classic Cars,La Rochelle Gifts,France,Small
1467,25,100,2845.75,2/24/2003 0:00,Shipped,Motorcycles,Land of Toys Inc.,USA,Small
1468,35,98.05,3431.75,4/29/2003 0:00,Shipped,Motorcycles,"Australian Collectors, Co.",Australia,Medium
1469,35,93.54,3273.9,7/1/2003 0:00,Shipped,Motorcycles,Lyon Souveniers,France,Medium
1470,43,95.8,4119.4,8/25/2003 0:00,Shipped,Motorcycles,Toys4GrownUps.com,USA,Medium
1471,44,100,5355.68,10/10/2003 0:00,Shipped,Motorcycles,Corporate Gift Ideas Co.,USA,Medium
1472,50,100,5747.5,10/28/2003 0:00,Shipped,Motorcycles,Technics Stores Inc.,USA,Medium
1473,48,100,5355.36,11/11/2003 0:00,Shipped,Motorcycles,Daedalus Designs Imports,France,Medium
1474,25,100,2535.75,11/18/2003 0:00,Shipped,Motorcycles,Herkku Gifts,Norway,Small
1475,39,100,4351.23,12/1/2003 0:00,Shipped,Motorcycles,Mini Wheels Co.,USA,Medium
1476,25,90.16,2254,1/15/2004 0:00,Shipped,Motorcycles,Auto Canal Petit,France,Small
1477,32,91.29,2921.28,2/20/2004 0:00,Shipped,Motorcycles,"Australian Collectors, Co.",Australia,Small
1478,20,100,2299,4/5/2004 0:00,Shipped,Motorcycles,Vitachrome Inc.,USA,Small
1479,26,100,2637.18,5/18/2004 0:00,Shipped,Motorcycles,Tekni Collectables Inc.,USA,Small
1480,42,100,4307.52,6/28/2004 0:00,Shipped,Motorcycles,Gift Depot Inc.,USA,Medium
1481,21,100,2153.76,7/23/2004 0:00,Shipped,Motorcycles,La Rochelle Gifts,France,Small
1482,34,100,3716.88,8/27/2004 0:00,Shipped,Motorcycles,Marta's Replicas Co.,USA,Medium
1483,47,100,5455.76,9/30/2004 0:00,Shipped,Motorcycles,"Toys of Finland, Co.",Finland,Medium
1484,21,100,2650.62,10/15/2004 0:00,Shipped,Motorcycles,Baane Mini Imports,Norway,Small
1485,48,100,6437.28,11/2/2004 0:00,Shipped,Motorcycles,Diecast Classics Inc.,USA,Medium
1486,30,87.78,2633.4,11/15/2004 0:00,Shipped,Motorcycles,Land of Toys Inc.,USA,Small
1487,27,84.39,2278.53,11/23/2004 0:00,Shipped,Motorcycles,"Tokyo Collectables, Ltd",Japan,Small
1488,50,96.92,4846,1/5/2005 0:00,Shipped,Motorcycles,Technics Stores Inc.,USA,Medium
1489,38,100,4197.1,2/2/2005 0:00,Shipped,Motorcycles,"Australian Gift Network, Co",Australia,Medium
1490,45,100,4597.65,3/3/2005 0:00,Shipped,Motorcycles,Scandinavian Gift Ideas,Sweden,Medium
1491,46,100,5287.7,4/8/2005 0:00,Shipped,Motorcycles,"UK Collectables, Ltd.",UK,Medium
1492,35,100,3550.05,5/13/2005 0:00,Disputed,Motorcycles,Euro Shopping Channel,Spain,Medium
1493,29,59.37,1721.73,3/18/2003 0:00,Shipped,Classic Cars,"AV Stores, Co.",UK,Small
1494,50,59.87,2993.5,5/20/2003 0:00,Shipped,Classic Cars,Atelier graphique,France,Small
1495,26,49.81,1295.06,7/10/2003 0:00,Shipped,Classic Cars,Reims Collectables,France,Small
1496,47,56.85,2671.95,9/11/2003 0:00,Shipped,Classic Cars,"Anna's Decorations, Ltd",Australia,Small
1497,23,53.33,1226.59,10/17/2003 0:00,Shipped,Classic Cars,Heintze Collectables,Denmark,Small
1498,34,42.76,1453.84,11/5/2003 0:00,Shipped,Classic Cars,Gift Depot Inc.,USA,Small
1499,34,53.83,1830.22,11/12/2003 0:00,Shipped,Classic Cars,Herkku Gifts,Norway,Small
1500,47,53.83,2530.01,11/20/2003 0:00,Shipped,Classic Cars,Online Diecast Creations Co.,USA,Small
1501,45,49.81,2241.45,12/2/2003 0:00,Shipped,Classic Cars,Muscle Machine Inc,USA,Small
1502,45,53.33,2399.85,1/16/2004 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Small
1503,36,43.27,1557.72,2/26/2004 0:00,Shipped,Classic Cars,Collectable Mini Designs Co.,USA,Small
1504,21,40.25,845.25,4/13/2004 0:00,Shipped,Classic Cars,Mini Caravy,France,Small
1505,28,48.3,1352.4,7/6/2004 0:00,Shipped,Classic Cars,L'ordine Souveniers,Italy,Small
1506,35,45.28,1584.8,8/6/2004 0:00,Shipped,Classic Cars,Signal Gift Stores,USA,Small
1507,50,52.32,2616,9/1/2004 0:00,Shipped,Classic Cars,Handji Gifts& Co,Singapore,Small
1508,22,51.32,1129.04,10/5/2003 0:00,Shipped,Classic Cars,"Norway Gifts By Mail, Co.",Norway,Small
1509,45,49.3,2218.5,10/16/2004 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Small
1510,48,42.26,2028.48,11/4/2004 0:00,Shipped,Classic Cars,FunGiftIdeas.com,USA,Small
1511,20,87.96,1759.2,11/17/2004 0:00,Shipped,Classic Cars,"AV Stores, Co.",UK,Small
1512,27,36.21,977.67,11/24/2004 0:00,Shipped,Classic Cars,Reims Collectables,France,Small
1513,38,38.5,1463,1/12/2005 0:00,Resolved,Classic Cars,Toys4GrownUps.com,USA,Small
1514,32,100,3970.56,2/10/2005 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Medium
1515,64,40.25,2576,4/22/2005 0:00,On Hold,Classic Cars,The Sharp Gifts Warehouse,USA,Small
1516,37,60.37,2233.69,5/29/2005 0:00,In Process,Classic Cars,Souveniers And Things Co.,Australia,Small
1517,28,88.63,2481.64,2/17/2003 0:00,Shipped,Planes,Rovelli Gifts,Italy,Small
1518,39,100,4651.53,4/29/2003 0:00,Shipped,Planes,"Australian Collectors, Co.",Australia,Medium
1519,41,94.1,3858.1,6/27/2003 0:00,Shipped,Planes,Euro Shopping Channel,Spain,Medium
1520,40,87.54,3501.6,8/25/2003 0:00,Shipped,Planes,Toys4GrownUps.com,USA,Medium
1521,49,100,6433.7,10/28/2003 0:00,Shipped,Planes,Technics Stores Inc.,USA,Medium
1522,27,98.48,2658.96,1/12/2004 0:00,Shipped,Planes,Osaka Souveniers Co.,Japan,Small
1523,34,100,3608.76,2/20/2004 0:00,Shipped,Planes,"Australian Collectors, Co.",Australia,Medium
1524,23,96.29,2214.67,4/2/2004 0:00,Shipped,Planes,"Royal Canadian Collectables, Ltd.",Canada,Small
1525,31,88.63,2747.53,5/11/2004 0:00,Shipped,Planes,The Sharp Gifts Warehouse,USA,Small
1526,34,97.38,3310.92,6/24/2004 0:00,Cancelled,Planes,Euro Shopping Channel,Spain,Medium
1527,25,95.2,2380,7/23/2004 0:00,Shipped,Planes,La Rochelle Gifts,France,Small
1528,22,100,2310.88,8/21/2004 0:00,Shipped,Planes,"Norway Gifts By Mail, Co.",Norway,Small
1529,32,100,4061.76,9/16/2004 0:00,Shipped,Planes,"Clover Collections, Co.",Ireland,Medium
1530,31,100,3493.7,10/15/2004 0:00,Shipped,Planes,Mini Classics,USA,Medium
1531,25,100,2872.25,11/1/2004 0:00,Shipped,Planes,giftsbymail.co.uk,UK,Small
1532,47,87.54,4114.38,11/12/2004 0:00,Shipped,Planes,Rovelli Gifts,Italy,Medium
1533,21,50.65,1063.65,11/23/2004 0:00,Shipped,Planes,"Tokyo Collectables, Ltd",Japan,Small
1534,28,71.73,2008.44,12/4/2004 0:00,Shipped,Planes,Gift Ideas Corp.,USA,Small
1535,46,94.1,4328.6,2/2/2005 0:00,Shipped,Planes,"Australian Gift Network, Co",Australia,Medium
1536,33,41.71,1376.43,3/1/2005 0:00,Resolved,Planes,Euro Shopping Channel,Spain,Small
1537,43,100,5552.16,3/30/2005 0:00,Shipped,Planes,Reims Collectables,France,Medium
1538,38,96.29,3659.02,4/3/2005 0:00,On Hold,Planes,Tekni Collectables Inc.,USA,Medium
1539,47,88.63,4165.61,5/10/2005 0:00,Shipped,Planes,L'ordine Souveniers,Italy,Medium
1540,45,31.2,1404,1/9/2003 0:00,Shipped,Vintage Cars,"Blauer See Auto, Co.",Germany,Small
1541,20,35.51,710.2,3/18/2003 0:00,Shipped,Vintage Cars,"AV Stores, Co.",UK,Small
1542,45,37.84,1702.8,5/21/2003 0:00,Shipped,Vintage Cars,Signal Gift Stores,USA,Small
1543,36,33.19,1194.84,9/12/2003 0:00,Shipped,Vintage Cars,Signal Collectibles Ltd.,USA,Small
1544,37,27.22,1007.14,10/18/2003 0:00,Shipped,Vintage Cars,Corporate Gift Ideas Co.,USA,Small
1545,31,31.53,977.43,11/5/2003 0:00,Shipped,Vintage Cars,Rovelli Gifts,Italy,Small
1546,39,36.84,1436.76,11/12/2003 0:00,Shipped,Vintage Cars,Mini Gifts Distributors Ltd.,USA,Small
1547,26,29.21,759.46,11/21/2003 0:00,Shipped,Vintage Cars,"Australian Collectables, Ltd",Australia,Small
1548,32,37.17,1189.44,12/3/2003 0:00,Shipped,Vintage Cars,Euro Shopping Channel,Spain,Small
1549,20,34.19,683.8,1/26/2004 0:00,Shipped,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain,Small
1550,42,29.21,1226.82,3/2/2004 0:00,Shipped,Vintage Cars,"Saveley & Henriot, Co.",France,Small
1551,33,29.54,974.82,4/26/2004 0:00,Shipped,Vintage Cars,Diecast Collectables,USA,Small
1552,20,28.88,577.6,8/17/2004 0:00,Shipped,Vintage Cars,Amica Models & Co.,Italy,Small
1553,29,38.17,1106.93,9/1/2004 0:00,Shipped,Vintage Cars,Handji Gifts& Co,Singapore,Small
1554,23,30.2,694.6,10/11/2004 0:00,Shipped,Vintage Cars,Auto Assoc. & Cie.,France,Small
1555,39,29.54,1152.06,10/21/2004 0:00,Shipped,Vintage Cars,Mini Gifts Distributors Ltd.,USA,Small
1556,20,100,2624,11/4/2004 0:00,Shipped,Vintage Cars,Online Diecast Creations Co.,USA,Small
1557,45,81.91,3685.95,11/17/2004 0:00,Shipped,Vintage Cars,"AV Stores, Co.",UK,Medium
1558,20,35.18,703.6,11/25/2004 0:00,Shipped,Vintage Cars,Marseille Mini Autos,France,Small
1559,48,100,9720,12/9/2004 0:00,Shipped,Vintage Cars,Lyon Souveniers,France,Large
1560,23,36.29,834.67,1/12/2005 0:00,Resolved,Vintage Cars,Toys4GrownUps.com,USA,Small
1561,32,70.56,2257.92,2/16/2005 0:00,Shipped,Vintage Cars,Euro Shopping Channel,Spain,Small
1562,33,100,8344.71,3/9/2005 0:00,Shipped,Vintage Cars,"Anna's Decorations, Ltd",Australia,Large
1563,61,29.54,1801.94,4/23/2005 0:00,Shipped,Vintage Cars,Handji Gifts& Co,Singapore,Small
1564,45,26.88,1209.6,5/29/2005 0:00,In Process,Vintage Cars,Souveniers And Things Co.,Australia,Small
